id_sensor;intensidad;dia;mes;año
4137.0;60.0;26;2;2026
7100.0;40.0;26;2;2026
7099.0;40.0;26;2;2026
7083.0;40.0;26;2;2026
4127.0;140.0;26;2;2026
7070.0;360.0;26;2;2026
3856.0;1260.0;26;2;2026
3857.0;300.0;26;2;2026
3858.0;1080.0;26;2;2026
3859.0;240.0;26;2;2026
3860.0;2340.0;26;2;2026
3861.0;420.0;26;2;2026
3862.0;1500.0;26;2;2026
3864.0;420.0;26;2;2026
3865.0;780.0;26;2;2026
3866.0;420.0;26;2;2026
3867.0;720.0;26;2;2026
4191.0;540.0;26;2;2026
3868.0;480.0;26;2;2026
3869.0;600.0;26;2;2026
4192.0;900.0;26;2;2026
4193.0;1150.0;26;2;2026
3870.0;749.0;26;2;2026
3871.0;274.0;26;2;2026
3872.0;660.0;26;2;2026
3873.0;360.0;26;2;2026
3874.0;1260.0;26;2;2026
3875.0;600.0;26;2;2026
3876.0;60.0;26;2;2026
10983.0;300.0;26;2;2026
3563.0;60.0;26;2;2026
3724.0;60.0;26;2;2026
3725.0;240.0;26;2;2026
3726.0;180.0;26;2;2026
3601.0;180.0;26;2;2026
10984.0;240.0;26;2;2026
3880.0;420.0;26;2;2026
3881.0;480.0;26;2;2026
3602.0;540.0;26;2;2026
3603.0;2100.0;26;2;2026
3882.0;1740.0;26;2;2026
3883.0;1380.0;26;2;2026
3884.0;1800.0;26;2;2026
3885.0;480.0;26;2;2026
3886.0;780.0;26;2;2026
3889.0;299.0;26;2;2026
7035.0;780.0;26;2;2026
7034.0;360.0;26;2;2026
10024.0;404.0;26;2;2026
7054.0;480.0;26;2;2026
7055.0;360.0;26;2;2026
7053.0;300.0;26;2;2026
3727.0;180.0;26;2;2026
4083.0;480.0;26;2;2026
3728.0;60.0;26;2;2026
3615.0;120.0;26;2;2026
4084.0;155.0;26;2;2026
4085.0;0.0;26;2;2026
5095.0;60.0;26;2;2026
5096.0;60.0;26;2;2026
4086.0;240.0;26;2;2026
4087.0;180.0;26;2;2026
4088.0;60.0;26;2;2026
4089.0;0.0;26;2;2026
